November 2023 Contiguous U.S. County Average Temperature
Units: Degrees Fahrenheit
Missing: -99
Period of Record: 129 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
AL-001,Autauga County,Alabama,54.7,0.4,73,54.3
AL-003,Baldwin County,Alabama,59.1,0.8,76,58.3
AL-005,Barbour County,Alabama,55.3,-0.5,64,55.8
AL-007,Bibb County,Alabama,54.2,1.4,79,52.8
AL-009,Blount County,Alabama,53.2,2.6,96,50.6
AL-011,Bullock County,Alabama,54.6,-0.5,64,55.1
AL-013,Butler County,Alabama,55.6,0.3,69,55.3
AL-015,Calhoun County,Alabama,53.6,2.6,101,51
AL-017,Chambers County,Alabama,52.8,0.7,75,52.1
AL-019,Cherokee County,Alabama,53.4,2.9,106,50.5
AL-021,Chilton County,Alabama,54.3,1.3,79,53
AL-023,Choctaw County,Alabama,55.4,0.6,74,54.8
AL-025,Clarke County,Alabama,56.2,0.8,76,55.4
AL-027,Clay County,Alabama,52.6,1.4,86,51.2
AL-029,Cleburne County,Alabama,52.9,2.7,101,50.2
AL-031,Coffee County,Alabama,56.1,-0.4,64,56.5
AL-033,Colbert County,Alabama,52,2.4,96,49.6
AL-035,Conecuh County,Alabama,56.2,0,70,56.2
AL-037,Coosa County,Alabama,53.5,0.7,75,52.8
AL-039,Covington County,Alabama,56.6,0.1,71,56.5
AL-041,Crenshaw County,Alabama,55.2,-0.1,68,55.3
AL-043,Cullman County,Alabama,52.2,1.8,91,50.4
AL-045,Dale County,Alabama,56.3,-0.5,61,56.8
AL-047,Dallas County,Alabama,55.2,0.5,73,54.7
AL-049,DeKalb County,Alabama,52.7,3.2,107,49.5
AL-051,Elmore County,Alabama,54.2,-0.2,64,54.4
AL-053,Escambia County,Alabama,57,0.2,70,56.8
AL-055,Etowah County,Alabama,54,3.2,107,50.8
AL-057,Fayette County,Alabama,53.2,1.5,85,51.7
AL-059,Franklin County,Alabama,52,2.2,94,49.8
AL-061,Geneva County,Alabama,57.1,-0.1,67,57.2
AL-063,Greene County,Alabama,54.7,0.9,76,53.8
AL-065,Hale County,Alabama,54.6,0.7,74,53.9
AL-067,Henry County,Alabama,56.5,-0.3,68,56.8
AL-069,Houston County,Alabama,57.7,0.1,71,57.6
AL-071,Jackson County,Alabama,52.1,2.6,98,49.5
AL-073,Jefferson County,Alabama,53.7,2,92,51.7
AL-075,Lamar County,Alabama,53.5,1.7,87,51.8
AL-077,Lauderdale County,Alabama,51.4,2.3,93,49.1
AL-079,Lawrence County,Alabama,51.7,1.9,89,49.8
AL-081,Lee County,Alabama,53.8,-0.1,68,53.9
AL-083,Limestone County,Alabama,52,2.4,100,49.6
AL-085,Lowndes County,Alabama,55.3,0.2,70,55.1
AL-087,Macon County,Alabama,54.5,-0.4,63,54.9
AL-089,Madison County,Alabama,52.4,2.6,97,49.8
AL-091,Marengo County,Alabama,55.3,0.7,75,54.6
AL-093,Marion County,Alabama,52.3,1.7,88,50.6
AL-095,Marshall County,Alabama,53.4,2.9,103,50.5
AL-097,Mobile County,Alabama,58.8,1,79,57.8
AL-099,Monroe County,Alabama,56.2,0.4,73,55.8
AL-101,Montgomery County,Alabama,54.5,-0.6,60,55.1
AL-103,Morgan County,Alabama,52.2,2.1,91,50.1
AL-105,Perry County,Alabama,54.6,0.7,76,53.9
AL-107,Pickens County,Alabama,54.3,1.4,83,52.9
AL-109,Pike County,Alabama,55,-0.6,65,55.6
AL-111,Randolph County,Alabama,53,2.2,91,50.8
AL-113,Russell County,Alabama,54.9,-0.1,68,55
AL-115,St. Clair County,Alabama,53.4,2.3,92,51.1
AL-117,Shelby County,Alabama,53.6,1.5,84,52.1
AL-119,Sumter County,Alabama,54.7,0.6,75,54.1
AL-121,Talladega County,Alabama,53.1,1.3,80,51.8
AL-123,Tallapoosa County,Alabama,53.1,0.3,72,52.8
AL-125,Tuscaloosa County,Alabama,54,1.1,78,52.9
AL-127,Walker County,Alabama,53,1.6,85,51.4
AL-129,Washington County,Alabama,56.9,0.9,77,56
AL-131,Wilcox County,Alabama,55.7,0.5,72,55.2
AL-133,Winston County,Alabama,51.9,1.7,89,50.2
AZ-001,Apache County,Arizona,41.6,2.4,101,39.2
AZ-003,Cochise County,Arizona,54.9,4.2,120,50.7
AZ-005,Coconino County,Arizona,44.1,3,101,41.1
AZ-007,Gila County,Arizona,52.7,3.7,115,49
AZ-009,Graham County,Arizona,54.4,4.2,121,50.2
AZ-011,Greenlee County,Arizona,49.2,3.2,114,46
AZ-012,La Paz County,Arizona,63.1,3.6,113,59.5
AZ-013,Maricopa County,Arizona,63.2,4.2,117,59
AZ-015,Mohave County,Arizona,53.6,2.6,102,51
AZ-017,Navajo County,Arizona,42.5,2.4,98,40.1
AZ-019,Pima County,Arizona,61.8,4.6,118,57.2
AZ-021,Pinal County,Arizona,62.3,4.7,121,57.6
AZ-023,Santa Cruz County,Arizona,56.1,4.5,123,51.6
AZ-025,Yavapai County,Arizona,52.2,3.2,106,49
AZ-027,Yuma County,Arizona,64.4,3.7,113,60.7
AR-001,Arkansas County,Arkansas,53.6,1.9,90,51.7
AR-003,Ashley County,Arkansas,54.5,1.5,87,53
AR-005,Baxter County,Arkansas,49.3,2.8,96,46.5
AR-007,Benton County,Arkansas,50,3.1,100,46.9
AR-009,Boone County,Arkansas,49,2.7,95,46.3
AR-011,Bradley County,Arkansas,54,1.8,90,52.2
AR-013,Calhoun County,Arkansas,53.2,1,80,52.2
AR-015,Carroll County,Arkansas,48.9,2.3,92,46.6
AR-017,Chicot County,Arkansas,54.5,1.1,79,53.4
AR-019,Clark County,Arkansas,52.4,0.9,77,51.5
AR-021,Clay County,Arkansas,50.4,2.8,99,47.6
AR-023,Cleburne County,Arkansas,50.7,2.3,93,48.4
AR-025,Cleveland County,Arkansas,53,1.3,83,51.7
AR-027,Columbia County,Arkansas,53.9,0.8,77,53.1
AR-029,Conway County,Arkansas,50.6,1.2,81,49.4
AR-031,Craighead County,Arkansas,51.4,2.9,103,48.5
AR-033,Crawford County,Arkansas,50.8,2,87,48.8
AR-035,Crittenden County,Arkansas,53.2,2.6,98,50.6
AR-037,Cross County,Arkansas,52.2,2.3,95,49.9
AR-039,Dallas County,Arkansas,52.2,0.6,74,51.6
AR-041,Desha County,Arkansas,54.3,1.9,88,52.4
AR-043,Drew County,Arkansas,54.3,1.9,92,52.4
AR-045,Faulkner County,Arkansas,51,1.2,80,49.8
AR-047,Franklin County,Arkansas,50.5,1.7,81,48.8
AR-049,Fulton County,Arkansas,49,3.1,102,45.9
AR-051,Garland County,Arkansas,52,1.8,85,50.2
AR-053,Grant County,Arkansas,52.3,0.9,77,51.4
AR-055,Greene County,Arkansas,50.8,2.9,102,47.9
AR-057,Hempstead County,Arkansas,52.8,0.6,72,52.2
AR-059,Hot Spring County,Arkansas,52.6,1.5,82,51.1
AR-061,Howard County,Arkansas,51.7,0.8,75,50.9
AR-063,Independence County,Arkansas,50.2,2.2,91,48
AR-065,Izard County,Arkansas,49.3,2.5,92,46.8
AR-067,Jackson County,Arkansas,50.9,2.3,91,48.7
AR-069,Jefferson County,Arkansas,52.9,1.4,81,51.5
AR-071,Johnson County,Arkansas,50.2,2,88,48.2
AR-073,Lafayette County,Arkansas,54.6,1.4,81,53.2
AR-075,Lawrence County,Arkansas,50.3,2.6,95,47.7
AR-077,Lee County,Arkansas,53.6,2.6,97,51
AR-079,Lincoln County,Arkansas,53.9,2,93,51.9
AR-081,Little River County,Arkansas,53.7,1.3,81,52.4
AR-083,Logan County,Arkansas,51.2,1.7,85,49.5
AR-085,Lonoke County,Arkansas,52.7,1.8,89,50.9
AR-087,Madison County,Arkansas,48.8,2.5,98,46.3
AR-089,Marion County,Arkansas,49.1,2.6,92,46.5
AR-091,Miller County,Arkansas,55,1.6,84,53.4
AR-093,Mississippi County,Arkansas,51.8,2.5,95,49.3
AR-095,Monroe County,Arkansas,53.2,2.2,93,51
AR-097,Montgomery County,Arkansas,51.4,1.9,88,49.5
AR-099,Nevada County,Arkansas,52.7,0.4,72,52.3
AR-101,Newton County,Arkansas,48.5,2.4,91,46.1
AR-103,Ouachita County,Arkansas,52.7,0.1,73,52.6
AR-105,Perry County,Arkansas,51.3,1.3,83,50
AR-107,Phillips County,Arkansas,53.7,2.2,92,51.5
AR-109,Pike County,Arkansas,51.8,1.1,81,50.7
AR-111,Poinsett County,Arkansas,51.6,2.4,95,49.2
AR-113,Polk County,Arkansas,50.3,1.4,78,48.9
AR-115,Pope County,Arkansas,50.5,2.1,89,48.4
AR-117,Prairie County,Arkansas,52.8,2,91,50.8
AR-119,Pulaski County,Arkansas,52.4,1.7,87,50.7
AR-121,Randolph County,Arkansas,49.7,2.7,98,47.1
AR-123,St. Francis County,Arkansas,53.1,2.5,97,50.6
AR-125,Saline County,Arkansas,52,1.4,84,50.6
AR-127,Scott County,Arkansas,50.9,1.8,86,49.1
AR-129,Searcy County,Arkansas,48.7,2.2,86,46.5
AR-131,Sebastian County,Arkansas,51.7,2,88,49.7
AR-133,Sevier County,Arkansas,52.4,1.1,76,51.3
AR-135,Sharp County,Arkansas,48.9,2.3,91,46.6
AR-137,Stone County,Arkansas,49.7,2.5,93,47.2
AR-139,Union County,Arkansas,54.1,1.1,80,53
AR-141,Van Buren County,Arkansas,49.4,1.8,85,47.6
AR-143,Washington County,Arkansas,49.7,2.7,99,47
AR-145,White County,Arkansas,51.8,2.1,93,49.7
AR-147,Woodruff County,Arkansas,52.1,2.2,92,49.9
AR-149,Yell County,Arkansas,51.5,1.7,84,49.8
CA-001,Alameda County,California,56.1,3,119,53.1
CA-003,Alpine County,California,38.3,1.6,83,36.7
CA-005,Amador County,California,52.5,2.3,106,50.2
CA-007,Butte County,California,53.4,2.8,107,50.6
CA-009,Calaveras County,California,52.7,2.4,108,50.3
CA-011,Colusa County,California,54.8,3,115,51.8
CA-013,Contra Costa County,California,56.4,3.1,120,53.3
CA-015,Del Norte County,California,46.8,2.4,110,44.4
CA-017,El Dorado County,California,48.3,1.9,90,46.4
CA-019,Fresno County,California,49.5,2.8,108,46.7
CA-021,Glenn County,California,53.2,2.6,105,50.6
CA-023,Humboldt County,California,49.3,2.3,108,47
CA-025,Imperial County,California,65.2,3,106,62.2
CA-027,Inyo County,California,50.3,1.2,73,49.1
CA-029,Kern County,California,54.9,3.1,110,51.8
CA-031,Kings County,California,56.9,3.7,117,53.2
CA-033,Lake County,California,50.9,2,105,48.9
CA-035,Lassen County,California,38.6,1.5,83,37.1
CA-037,Los Angeles County,California,56.4,1.9,89,54.5
CA-039,Madera County,California,50.2,3,111,47.2
CA-041,Marin County,California,56.3,3.3,122,53
CA-043,Mariposa County,California,48.9,2,97,46.9
CA-045,Mendocino County,California,51.2,2.1,107,49.1
CA-047,Merced County,California,55.4,2.5,109,52.9
CA-049,Modoc County,California,38.9,2.3,93,36.6
CA-051,Mono County,California,37.1,1.6,81,35.5
CA-053,Monterey County,California,55.8,3.2,114,52.6
CA-055,Napa County,California,54.6,2.6,109,52
CA-057,Nevada County,California,46,1.3,81,44.7
CA-059,Orange County,California,63.6,3.6,117,60
CA-061,Placer County,California,47.7,1.7,88,46
CA-063,Plumas County,California,40.6,1.7,91,39
CA-065,Riverside County,California,60.8,2.6,102,58.2
CA-067,Sacramento County,California,56.2,2.5,112,53.7
CA-069,San Benito County,California,54.4,3.1,113,51.3
CA-071,San Bernardino County,California,56.4,1.6,85,54.8
CA-073,San Diego County,California,58.7,2.5,102,56.2
CA-075,San Francisco County,California,57.3,3.2,121,54.1
CA-077,San Joaquin County,California,55.8,2.5,110,53.3
CA-079,San Luis Obispo County,California,56.9,4.1,120,52.8
CA-081,San Mateo County,California,56.5,3.3,121,53.2
CA-083,Santa Barbara County,California,58,4.6,121,53.4
CA-085,Santa Clara County,California,55.5,3.6,119,51.9
CA-087,Santa Cruz County,California,57,4.2,125,52.8
CA-089,Shasta County,California,47.9,2,102,45.9
CA-091,Sierra County,California,40.8,1.6,86,39.2
CA-093,Siskiyou County,California,41.9,2.5,106,39.4
CA-095,Solano County,California,56.4,3,120,53.4
CA-097,Sonoma County,California,54.5,2.4,113,52.1
CA-099,Stanislaus County,California,55,2.4,107,52.6
CA-101,Sutter County,California,56.3,2.8,114,53.5
CA-103,Tehama County,California,51.8,2.3,107,49.5
CA-105,Trinity County,California,45.8,2.5,109,43.3
CA-107,Tulare County,California,48.7,3.2,112,45.5
CA-109,Tuolumne County,California,44.4,1.6,91,42.8
CA-111,Ventura County,California,55,2.8,99,52.2
CA-113,Yolo County,California,55.4,2.3,107,53.1
CA-115,Yuba County,California,54.2,2.2,100,52
CO-001,Adams County,Colorado,41.1,4.6,112,36.5
CO-003,Alamosa County,Colorado,34.4,3.6,108,30.8
CO-005,Arapahoe County,Colorado,40.9,4.3,110,36.6
CO-007,Archuleta County,Colorado,36.2,3.1,105,33.1
CO-009,Baca County,Colorado,44.8,3.6,111,41.2
CO-011,Bent County,Colorado,43.9,4,111,39.9
CO-013,Boulder County,Colorado,38.2,4.3,109,33.9
CO-014,Broomfield County,Colorado,43,4.5,109,38.5
CO-015,Chaffee County,Colorado,30,2.3,91,27.7
CO-017,Cheyenne County,Colorado,41.8,3.9,111,37.9
CO-019,Clear Creek County,Colorado,30.2,3.1,100,27.1
CO-021,Conejos County,Colorado,33,3.7,110,29.3
CO-023,Costilla County,Colorado,35.2,4.3,116,30.9
CO-025,Crowley County,Colorado,42.5,4.2,110,38.3
CO-027,Custer County,Colorado,33.8,2.9,96,30.9
CO-029,Delta County,Colorado,37.8,4.1,116,33.7
CO-031,Denver County,Colorado,42.7,4.4,108,38.3
CO-033,Dolores County,Colorado,35.8,3.7,109,32.1
CO-035,Douglas County,Colorado,40.1,3.9,108,36.2
CO-037,Eagle County,Colorado,31.6,3.8,111,27.8
CO-039,Elbert County,Colorado,39.6,4.1,110,35.5
CO-041,El Paso County,Colorado,40.3,3.9,107,36.4
CO-043,Fremont County,Colorado,37.2,2.3,91,34.9
CO-045,Garfield County,Colorado,34.7,3.7,110,31
CO-047,Gilpin County,Colorado,32.9,3.4,102,29.5
CO-049,Grand County,Colorado,30.1,4.1,109,26
CO-051,Gunnison County,Colorado,30.3,3.2,104,27.1
CO-053,Hinsdale County,Colorado,30,4.5,115,25.5
CO-055,Huerfano County,Colorado,39.7,3.9,108,35.8
CO-057,Jackson County,Colorado,29.7,4.5,110,25.2
CO-059,Jefferson County,Colorado,39.2,3.3,101,35.9
CO-061,Kiowa County,Colorado,42.7,3.9,111,38.8
CO-063,Kit Carson County,Colorado,42.1,4.4,113,37.7
CO-065,Lake County,Colorado,26.6,2.5,92,24.1
CO-067,La Plata County,Colorado,37.2,3.2,104,34
CO-069,Larimer County,Colorado,35.7,4.8,118,30.9
CO-071,Las Animas County,Colorado,43.1,3.7,106,39.4
CO-073,Lincoln County,Colorado,40.9,3.9,108,37
CO-075,Logan County,Colorado,41.1,4.5,115,36.6
CO-077,Mesa County,Colorado,38.2,4.3,115,33.9
CO-079,Mineral County,Colorado,30.7,4.5,114,26.2
CO-081,Moffat County,Colorado,34,3.4,103,30.6
CO-083,Montezuma County,Colorado,40,3.4,107,36.6
