February 2023 Contiguous U.S. County Precipitation
Units: Inches
Missing: -99
Period of Record: 130 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
AL-001,Autauga County,Alabama,4.67,-0.6,58,5.27
AL-003,Baldwin County,Alabama,2.68,-2.31,25,4.99
AL-005,Barbour County,Alabama,2.21,-2.72,16,4.93
AL-007,Bibb County,Alabama,6.07,0.76,86,5.31
AL-009,Blount County,Alabama,5.25,0.03,68,5.22
AL-011,Bullock County,Alabama,2.57,-2.54,17,5.11
AL-013,Butler County,Alabama,2.16,-3.15,10,5.31
AL-015,Calhoun County,Alabama,5.06,-0.12,67,5.18
AL-017,Chambers County,Alabama,3.18,-2.09,23,5.27
AL-019,Cherokee County,Alabama,5.25,0.01,74,5.24
AL-021,Chilton County,Alabama,6.06,0.82,90,5.24
AL-023,Choctaw County,Alabama,5.82,0.41,81,5.41
AL-025,Clarke County,Alabama,3.52,-1.85,31,5.37
AL-027,Clay County,Alabama,5.51,0.08,75,5.43
AL-029,Cleburne County,Alabama,4.88,-0.33,65,5.21
AL-031,Coffee County,Alabama,1.93,-3.22,8,5.15
AL-033,Colbert County,Alabama,4.84,-0.03,79,4.87
AL-035,Conecuh County,Alabama,2.29,-3.03,13,5.32
AL-037,Coosa County,Alabama,5.57,0.22,79,5.35
AL-039,Covington County,Alabama,1.92,-3.31,9,5.23
AL-041,Crenshaw County,Alabama,2.26,-2.98,12,5.24
AL-043,Cullman County,Alabama,5.77,0.54,80,5.23
AL-045,Dale County,Alabama,1.91,-3.14,14,5.05
AL-047,Dallas County,Alabama,4.11,-1.09,44,5.2
AL-049,DeKalb County,Alabama,4.87,-0.36,65,5.23
AL-051,Elmore County,Alabama,3.84,-1.46,30,5.3
AL-053,Escambia County,Alabama,2.65,-2.66,18,5.31
AL-055,Etowah County,Alabama,5.22,-0.04,71,5.26
AL-057,Fayette County,Alabama,6.54,1.29,95,5.25
AL-059,Franklin County,Alabama,5.91,0.91,94,5
AL-061,Geneva County,Alabama,1.67,-3.49,7,5.16
AL-063,Greene County,Alabama,6.59,1.43,96,5.16
AL-065,Hale County,Alabama,6.63,1.41,96,5.22
AL-067,Henry County,Alabama,1.98,-3.1,15,5.08
AL-069,Houston County,Alabama,1.86,-3.15,12,5.01
AL-071,Jackson County,Alabama,4.67,-0.39,67,5.06
AL-073,Jefferson County,Alabama,4.88,-0.33,67,5.21
AL-075,Lamar County,Alabama,6.76,1.63,98,5.13
AL-077,Lauderdale County,Alabama,4.52,-0.43,69,4.95
AL-079,Lawrence County,Alabama,5.41,0.51,86,4.9
AL-081,Lee County,Alabama,2.9,-2.24,21,5.14
AL-083,Limestone County,Alabama,5.46,0.46,86,5
AL-085,Lowndes County,Alabama,2.94,-2.2,20,5.14
AL-087,Macon County,Alabama,2.9,-2.22,18,5.12
AL-089,Madison County,Alabama,5.39,0.39,84,5
AL-091,Marengo County,Alabama,6.06,0.83,89,5.23
AL-093,Marion County,Alabama,7.03,1.85,100,5.18
AL-095,Marshall County,Alabama,5.1,0.03,72,5.07
AL-097,Mobile County,Alabama,3.33,-1.67,38,5
AL-099,Monroe County,Alabama,2.72,-2.55,17,5.27
AL-101,Montgomery County,Alabama,2.96,-2.16,20,5.12
AL-103,Morgan County,Alabama,5.69,0.68,84,5.01
AL-105,Perry County,Alabama,5.86,0.63,82,5.23
AL-107,Pickens County,Alabama,6.63,1.56,100,5.07
AL-109,Pike County,Alabama,2.27,-2.94,13,5.21
AL-111,Randolph County,Alabama,3.92,-1.43,38,5.35
AL-113,Russell County,Alabama,2.67,-2.24,22,4.91
AL-115,St. Clair County,Alabama,5.72,0.4,75,5.32
AL-117,Shelby County,Alabama,6.32,1.11,90,5.21
AL-119,Sumter County,Alabama,6.57,1.3,96,5.27
AL-121,Talladega County,Alabama,6.35,1.14,90,5.21
AL-123,Tallapoosa County,Alabama,4.26,-1.09,44,5.35
AL-125,Tuscaloosa County,Alabama,5.22,0,72,5.22
AL-127,Walker County,Alabama,6.03,0.73,85,5.3
AL-129,Washington County,Alabama,4.42,-0.79,56,5.21
AL-131,Wilcox County,Alabama,3.69,-1.59,33,5.28
AL-133,Winston County,Alabama,6.2,0.97,90,5.23
AZ-001,Apache County,Arizona,0.94,-0.05,78,0.99
AZ-003,Cochise County,Arizona,0.77,-0.18,70,0.95
AZ-005,Coconino County,Arizona,1.16,-0.08,76,1.24
AZ-007,Gila County,Arizona,2.43,0.33,91,2.1
AZ-009,Graham County,Arizona,0.77,-0.49,56,1.26
AZ-011,Greenlee County,Arizona,1.1,-0.15,70,1.25
AZ-012,La Paz County,Arizona,0.5,-0.22,79,0.72
AZ-013,Maricopa County,Arizona,0.97,-0.02,86,0.99
AZ-015,Mohave County,Arizona,0.75,-0.46,57,1.21
AZ-017,Navajo County,Arizona,1.01,0.05,85,0.96
AZ-019,Pima County,Arizona,1.19,0.22,95,0.97
AZ-021,Pinal County,Arizona,1.35,0.16,90,1.19
AZ-023,Santa Cruz County,Arizona,1.4,0.15,88,1.25
AZ-025,Yavapai County,Arizona,1.44,-0.3,75,1.74
AZ-027,Yuma County,Arizona,0.44,-0.12,82,0.56
AR-001,Arkansas County,Arkansas,2.59,-1.68,27,4.27
AR-003,Ashley County,Arkansas,2.57,-2.11,26,4.68
AR-005,Baxter County,Arkansas,4.85,2.07,113,2.78
AR-007,Benton County,Arkansas,4.16,1.72,115,2.44
AR-009,Boone County,Arkansas,3.31,0.6,93,2.71
AR-011,Bradley County,Arkansas,3.04,-1.48,39,4.52
AR-013,Calhoun County,Arkansas,3.59,-0.74,57,4.33
AR-015,Carroll County,Arkansas,3.53,0.94,99,2.59
AR-017,Chicot County,Arkansas,2.45,-2.33,23,4.78
AR-019,Clark County,Arkansas,5.94,2,112,3.94
AR-021,Clay County,Arkansas,3.96,0.46,87,3.5
AR-023,Cleburne County,Arkansas,6.36,2.77,115,3.59
AR-025,Cleveland County,Arkansas,3.15,-1.15,46,4.3
AR-027,Columbia County,Arkansas,4.01,-0.21,71,4.22
AR-029,Conway County,Arkansas,6.06,2.59,117,3.47
AR-031,Craighead County,Arkansas,4.23,0.45,84,3.78
AR-033,Crawford County,Arkansas,4.72,1.77,110,2.95
AR-035,Crittenden County,Arkansas,3.84,-0.28,68,4.12
AR-037,Cross County,Arkansas,4.47,0.43,83,4.04
AR-039,Dallas County,Arkansas,4.8,0.7,86,4.1
AR-041,Desha County,Arkansas,2.13,-2.45,17,4.58
AR-043,Drew County,Arkansas,2.25,-2.38,18,4.63
AR-045,Faulkner County,Arkansas,6.18,2.57,116,3.61
AR-047,Franklin County,Arkansas,5.81,2.65,114,3.16
AR-049,Fulton County,Arkansas,4.37,1.4,103,2.97
AR-051,Garland County,Arkansas,6.82,2.96,119,3.86
AR-053,Grant County,Arkansas,5.14,1.01,96,4.13
AR-055,Greene County,Arkansas,3.99,0.36,84,3.63
AR-057,Hempstead County,Arkansas,6.11,2.17,110,3.94
AR-059,Hot Spring County,Arkansas,6.26,2.29,113,3.97
AR-061,Howard County,Arkansas,8.4,4.59,126,3.81
AR-063,Independence County,Arkansas,5.58,2.01,112,3.57
AR-065,Izard County,Arkansas,5.17,2.06,115,3.11
AR-067,Jackson County,Arkansas,5.01,1.33,104,3.68
AR-069,Jefferson County,Arkansas,3.11,-1.06,46,4.17
AR-071,Johnson County,Arkansas,6.17,2.83,116,3.34
AR-073,Lafayette County,Arkansas,4.5,0.45,86,4.05
AR-075,Lawrence County,Arkansas,4.55,1.09,102,3.46
AR-077,Lee County,Arkansas,2.81,-1.46,38,4.27
AR-079,Lincoln County,Arkansas,1.92,-2.52,11,4.44
AR-081,Little River County,Arkansas,7.29,3.61,123,3.68
AR-083,Logan County,Arkansas,6.8,3.55,122,3.25
AR-085,Lonoke County,Arkansas,5.48,1.61,107,3.87
AR-087,Madison County,Arkansas,4.3,1.42,107,2.88
AR-089,Marion County,Arkansas,4.11,1.41,105,2.7
AR-091,Miller County,Arkansas,5.26,1.35,102,3.91
AR-093,Mississippi County,Arkansas,3.5,-0.37,65,3.87
AR-095,Monroe County,Arkansas,3.18,-0.95,47,4.13
AR-097,Montgomery County,Arkansas,7.73,3.97,122,3.76
AR-099,Nevada County,Arkansas,4.91,0.85,91,4.06
AR-101,Newton County,Arkansas,4.38,1.28,101,3.1
AR-103,Ouachita County,Arkansas,3.79,-0.41,62,4.2
AR-105,Perry County,Arkansas,5.92,2.41,114,3.51
AR-107,Phillips County,Arkansas,2.86,-1.55,35,4.41
AR-109,Pike County,Arkansas,7.47,3.58,121,3.89
AR-111,Poinsett County,Arkansas,4.38,0.51,85,3.87
AR-113,Polk County,Arkansas,7.92,4.22,126,3.7
AR-115,Pope County,Arkansas,6.02,2.56,116,3.46
AR-117,Prairie County,Arkansas,3.78,-0.2,71,3.98
AR-119,Pulaski County,Arkansas,6.42,2.6,115,3.82
AR-121,Randolph County,Arkansas,4.07,0.78,96,3.29
AR-123,St. Francis County,Arkansas,3.61,-0.58,61,4.19
AR-125,Saline County,Arkansas,6,2.07,112,3.93
AR-127,Scott County,Arkansas,7.33,3.97,125,3.36
AR-129,Searcy County,Arkansas,4.86,1.84,109,3.02
AR-131,Sebastian County,Arkansas,6.09,3.11,118,2.98
AR-133,Sevier County,Arkansas,8.45,4.76,129,3.69
AR-135,Sharp County,Arkansas,4.63,1.36,105,3.27
AR-137,Stone County,Arkansas,6.31,3.06,119,3.25
AR-139,Union County,Arkansas,3.24,-1.21,44,4.45
AR-141,Van Buren County,Arkansas,5.81,2.33,115,3.48
AR-143,Washington County,Arkansas,3.83,1.13,106,2.7
AR-145,White County,Arkansas,4.85,1.08,100,3.77
AR-147,Woodruff County,Arkansas,4.06,0.15,80,3.91
AR-149,Yell County,Arkansas,6.92,3.49,120,3.43
CA-001,Alameda County,California,3.24,-0.1,74,3.34
CA-003,Alpine County,California,7.71,1.78,95,5.93
CA-005,Amador County,California,5.22,-0.83,73,6.05
CA-007,Butte County,California,4.61,-3,54,7.61
CA-009,Calaveras County,California,5.07,-0.9,72,5.97
CA-011,Colusa County,California,2.64,-1.44,57,4.08
CA-013,Contra Costa County,California,2.98,-0.39,73,3.37
CA-015,Del Norte County,California,6.54,-5.08,38,11.62
CA-017,El Dorado County,California,7.3,-0.29,76,7.59
CA-019,Fresno County,California,4.96,1.4,100,3.56
CA-021,Glenn County,California,2.83,-1.83,51,4.66
CA-023,Humboldt County,California,8.01,-2.05,59,10.06
CA-025,Imperial County,California,0.08,-0.42,42,0.5
CA-027,Inyo County,California,1.44,0.37,91,1.07
CA-029,Kern County,California,3.21,1.4,112,1.81
CA-031,Kings County,California,3.37,1.87,121,1.5
CA-033,Lake County,California,5.28,-2.43,57,7.71
CA-035,Lassen County,California,1.29,-1.51,31,2.8
CA-037,Los Angeles County,California,4.86,1.44,97,3.42
CA-039,Madera County,California,4.49,0.48,85,4.01
CA-041,Marin County,California,4.67,-1.88,61,6.55
CA-043,Mariposa County,California,5.91,0.12,81,5.79
CA-045,Mendocino County,California,6.27,-2.55,57,8.82
CA-047,Merced County,California,2.16,0.06,79,2.1
CA-049,Modoc County,California,1.46,-0.75,52,2.21
CA-051,Mono County,California,3.84,1.42,105,2.42
CA-053,Monterey County,California,3.48,-0.62,72,4.1
CA-055,Napa County,California,4.22,-1.66,63,5.88
CA-057,Nevada County,California,7.07,-1.68,69,8.75
CA-059,Orange County,California,3.56,0.61,90,2.95
CA-061,Placer County,California,7.4,-0.52,77,7.92
CA-063,Plumas County,California,4.19,-2.54,51,6.73
CA-065,Riverside County,California,0.9,-0.67,61,1.57
CA-067,Sacramento County,California,2.65,-0.84,63,3.49
CA-069,San Benito County,California,2.99,-0.33,76,3.32
CA-071,San Bernardino County,California,0.73,-0.44,64,1.17
CA-073,San Diego County,California,2.51,-0.28,74,2.79
CA-075,San Francisco County,California,3.96,-0.48,70,4.44
CA-077,San Joaquin County,California,2.17,-0.35,69,2.52
CA-079,San Luis Obispo County,California,4.06,0.48,83,3.59
CA-081,San Mateo County,California,4.94,-0.31,74,5.25
CA-083,Santa Barbara County,California,5.36,1.18,92,4.18
CA-085,Santa Clara County,California,4.51,0.31,78,4.2
CA-087,Santa Cruz County,California,6.23,-0.02,76,6.25
CA-089,Shasta County,California,3.3,-3.45,33,6.75
CA-091,Sierra County,California,6.96,-0.81,73,7.77
CA-093,Siskiyou County,California,3,-2.62,36,5.62
CA-095,Solano County,California,2.91,-0.85,68,3.76
CA-097,Sonoma County,California,4.72,-2.9,52,7.62
CA-099,Stanislaus County,California,2.56,0.03,74,2.53
CA-101,Sutter County,California,2.15,-1.34,54,3.49
CA-103,Tehama County,California,4.07,-1.95,55,6.02
CA-105,Trinity County,California,5.36,-3.99,44,9.35
CA-107,Tulare County,California,6.54,2.4,105,4.14
CA-109,Tuolumne County,California,7.35,0.32,80,7.03
CA-111,Ventura County,California,5.42,0.88,91,4.54
CA-113,Yolo County,California,2.7,-1.16,56,3.86
CA-115,Yuba County,California,4.3,-2.5,53,6.8
CO-001,Adams County,Colorado,0.35,-0.1,57,0.45
CO-003,Alamosa County,Colorado,0.6,0.13,97,0.47
CO-005,Arapahoe County,Colorado,0.33,-0.14,44,0.47
CO-007,Archuleta County,Colorado,2.12,0.1,82,2.02
CO-009,Baca County,Colorado,0.46,-0,85,0.46
CO-011,Bent County,Colorado,0.33,-0.08,74,0.41
CO-013,Boulder County,Colorado,0.88,-0.14,49,1.02
CO-014,Broomfield County,Colorado,0.56,0.08,76,0.48
CO-015,Chaffee County,Colorado,0.82,-0.36,40,1.18
CO-017,Cheyenne County,Colorado,0.38,0.02,83,0.36
CO-019,Clear Creek County,Colorado,1.55,-0.17,54,1.72
CO-021,Conejos County,Colorado,1.48,0.2,91,1.28
CO-023,Costilla County,Colorado,1.22,-0.02,76,1.24
CO-025,Crowley County,Colorado,0.29,0.02,87,0.27
CO-027,Custer County,Colorado,1.3,0.06,80,1.24
CO-029,Delta County,Colorado,1.97,0.38,99,1.59
CO-031,Denver County,Colorado,0.36,-0.11,57,0.47
CO-033,Dolores County,Colorado,2.19,0.21,86,1.98
CO-035,Douglas County,Colorado,0.56,-0.15,50,0.71
CO-037,Eagle County,Colorado,1.53,-0.67,39,2.2
CO-039,Elbert County,Colorado,0.45,-0.04,68,0.49
CO-041,El Paso County,Colorado,0.5,0.09,86,0.41
CO-043,Fremont County,Colorado,0.56,0,70,0.56
CO-045,Garfield County,Colorado,2.33,0.27,85,2.06
CO-047,Gilpin County,Colorado,1.03,-0.23,45,1.26
CO-049,Grand County,Colorado,1.21,-0.67,28,1.88
CO-051,Gunnison County,Colorado,1.97,-0.26,56,2.23
CO-053,Hinsdale County,Colorado,3.69,1.04,107,2.65
CO-055,Huerfano County,Colorado,0.93,-0.01,80,0.94
CO-057,Jackson County,Colorado,1.5,-0.54,34,2.04
CO-059,Jefferson County,Colorado,0.64,-0.08,55,0.72
CO-061,Kiowa County,Colorado,0.36,0.02,87,0.34
CO-063,Kit Carson County,Colorado,0.4,-0.01,77,0.41
CO-065,Lake County,Colorado,1.65,-0.46,49,2.11
CO-067,La Plata County,Colorado,2.15,0.22,84,1.93
CO-069,Larimer County,Colorado,0.9,-0.27,43,1.17
CO-071,Las Animas County,Colorado,0.56,-0.08,72,0.64
CO-073,Lincoln County,Colorado,0.26,-0.07,64,0.33
CO-075,Logan County,Colorado,0.27,-0.11,53,0.38
CO-077,Mesa County,Colorado,1.63,0.22,88,1.41
CO-079,Mineral County,Colorado,3.71,0.95,101,2.76
CO-081,Moffat County,Colorado,1.02,-0.04,63,1.06
CO-083,Montezuma County,Colorado,1.64,0.19,84,1.45
CO-085,Montrose County,Colorado,1.55,0.31,93,1.24
CO-087,Morgan County,Colorado,0.39,0.06,85,0.33
CO-089,Otero County,Colorado,0.36,-0.08,74,0.44
CO-091,Ouray County,Colorado,2.18,0.4,97,1.78
CO-093,Park County,Colorado,0.84,-0.06,58,0.9
CO-095,Phillips County,Colorado,0.25,-0.16,46,0.41
CO-097,Pitkin County,Colorado,2.72,-0.25,65,2.97
CO-099,Prowers County,Colorado,0.44,0.01,86,0.43
CO-101,Pueblo County,Colorado,0.54,0.12,89,0.42
CO-103,Rio Blanco County,Colorado,1.55,0.02,70,1.53
CO-105,Rio Grande County,Colorado,1.11,0.2,88,0.91
CO-107,Routt County,Colorado,1.86,-0.5,41,2.36
CO-109,Saguache County,Colorado,1.2,0.08,82,1.12
CO-111,San Juan County,Colorado,5,1.06,97,3.94
