July 2022 Contiguous U.S. County Precipitation
Units: Inches
Missing: -99
Period of Record: 129 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
AL-001,Autauga County,Alabama,5.06,-0.14,75,5.2
AL-003,Baldwin County,Alabama,10.84,3.45,117,7.39
AL-005,Barbour County,Alabama,4.12,-1.49,39,5.61
AL-007,Bibb County,Alabama,5.11,-0.14,75,5.25
AL-009,Blount County,Alabama,4.13,-0.82,50,4.95
AL-011,Bullock County,Alabama,4.73,-0.63,61,5.36
AL-013,Butler County,Alabama,5.27,-0.49,65,5.76
AL-015,Calhoun County,Alabama,6.18,1.39,107,4.79
AL-017,Chambers County,Alabama,5.53,0.21,83,5.32
AL-019,Cherokee County,Alabama,5.39,0.7,95,4.69
AL-021,Chilton County,Alabama,4.76,-0.44,70,5.2
AL-023,Choctaw County,Alabama,4.98,-0.61,57,5.59
AL-025,Clarke County,Alabama,6.06,0.11,77,5.95
AL-027,Clay County,Alabama,9.06,3.72,121,5.34
AL-029,Cleburne County,Alabama,7.48,2.46,114,5.02
AL-031,Coffee County,Alabama,6.11,-0.12,77,6.23
AL-033,Colbert County,Alabama,4.49,0.1,71,4.39
AL-035,Conecuh County,Alabama,5.9,-0.45,63,6.35
AL-037,Coosa County,Alabama,7.17,1.88,110,5.29
AL-039,Covington County,Alabama,6.38,-0.27,71,6.65
AL-041,Crenshaw County,Alabama,4.8,-1.05,46,5.85
AL-043,Cullman County,Alabama,2.44,-2.54,8,4.98
AL-045,Dale County,Alabama,5.96,-0.01,78,5.97
AL-047,Dallas County,Alabama,5.76,0.74,100,5.02
AL-049,DeKalb County,Alabama,6.06,1.28,104,4.78
AL-051,Elmore County,Alabama,5.9,0.73,91,5.17
AL-053,Escambia County,Alabama,6.6,-0.38,68,6.98
AL-055,Etowah County,Alabama,5.61,0.91,98,4.7
AL-057,Fayette County,Alabama,3.72,-1.51,39,5.23
AL-059,Franklin County,Alabama,4.99,0.33,80,4.66
AL-061,Geneva County,Alabama,8.98,2.45,112,6.53
AL-063,Greene County,Alabama,5.13,0.18,77,4.95
AL-065,Hale County,Alabama,5.6,0.41,85,5.19
AL-067,Henry County,Alabama,5.65,-0.38,68,6.03
AL-069,Houston County,Alabama,8.47,2.29,114,6.18
AL-071,Jackson County,Alabama,5.05,0.32,81,4.73
AL-073,Jefferson County,Alabama,5.94,0.75,89,5.19
AL-075,Lamar County,Alabama,3.75,-1.29,47,5.04
AL-077,Lauderdale County,Alabama,3.99,-0.25,59,4.24
AL-079,Lawrence County,Alabama,4.69,0.18,72,4.51
AL-081,Lee County,Alabama,4.83,-0.58,62,5.41
AL-083,Limestone County,Alabama,3.39,-0.95,32,4.34
AL-085,Lowndes County,Alabama,5.25,0.15,83,5.1
AL-087,Macon County,Alabama,5.23,0.08,78,5.15
AL-089,Madison County,Alabama,4.22,-0.36,56,4.58
AL-091,Marengo County,Alabama,4.34,-0.9,52,5.24
AL-093,Marion County,Alabama,4.89,-0.05,67,4.94
AL-095,Marshall County,Alabama,5.63,0.88,93,4.75
AL-097,Mobile County,Alabama,9.71,2.21,108,7.5
AL-099,Monroe County,Alabama,6.28,0.22,82,6.06
AL-101,Montgomery County,Alabama,6.28,1.16,100,5.12
AL-103,Morgan County,Alabama,2.71,-1.88,16,4.59
AL-105,Perry County,Alabama,5.79,0.61,92,5.18
AL-107,Pickens County,Alabama,3.94,-1.02,46,4.96
AL-109,Pike County,Alabama,4.03,-1.71,31,5.74
AL-111,Randolph County,Alabama,6.53,1.3,104,5.23
AL-113,Russell County,Alabama,3.82,-1.56,34,5.38
AL-115,St. Clair County,Alabama,6.56,1.72,106,4.84
AL-117,Shelby County,Alabama,6.64,1.47,101,5.17
AL-119,Sumter County,Alabama,4.36,-0.84,51,5.2
AL-121,Talladega County,Alabama,9.56,4.58,125,4.98
AL-123,Tallapoosa County,Alabama,5.1,-0.21,75,5.31
AL-125,Tuscaloosa County,Alabama,5.75,0.41,84,5.34
AL-127,Walker County,Alabama,4.03,-1.24,38,5.27
AL-129,Washington County,Alabama,6.67,0.13,77,6.54
AL-131,Wilcox County,Alabama,5.64,0.32,85,5.32
AL-133,Winston County,Alabama,3.83,-1.26,37,5.09
AZ-001,Apache County,Arizona,2.9,0.94,114,1.96
AZ-003,Cochise County,Arizona,4.11,0.89,101,3.22
AZ-005,Coconino County,Arizona,2.24,0.52,97,1.72
AZ-007,Gila County,Arizona,2.37,-0.16,59,2.53
AZ-009,Graham County,Arizona,3.24,0.68,93,2.56
AZ-011,Greenlee County,Arizona,3.64,0.84,96,2.8
AZ-012,La Paz County,Arizona,0.57,-0.06,74,0.63
AZ-013,Maricopa County,Arizona,1.28,0.23,91,1.05
AZ-015,Mohave County,Arizona,2,0.83,114,1.17
AZ-017,Navajo County,Arizona,2.71,0.96,115,1.75
AZ-019,Pima County,Arizona,2.79,0.42,94,2.37
AZ-021,Pinal County,Arizona,1.35,-0.43,51,1.78
AZ-023,Santa Cruz County,Arizona,5.03,0.64,83,4.39
AZ-025,Yavapai County,Arizona,2,-0.01,76,2.01
AZ-027,Yuma County,Arizona,0.33,-0.18,56,0.51
AR-001,Arkansas County,Arkansas,1.47,-2.2,16,3.67
AR-003,Ashley County,Arkansas,4.51,0.31,81,4.2
AR-005,Baxter County,Arkansas,3.75,0.49,82,3.26
AR-007,Benton County,Arkansas,2.99,-0.52,56,3.51
AR-009,Boone County,Arkansas,2.89,-0.49,55,3.38
AR-011,Bradley County,Arkansas,6.46,2.26,114,4.2
AR-013,Calhoun County,Arkansas,6.7,2.64,114,4.06
AR-015,Carroll County,Arkansas,2.5,-0.99,42,3.49
AR-017,Chicot County,Arkansas,5.12,1.11,94,4.01
AR-019,Clark County,Arkansas,2.57,-1.29,33,3.86
AR-021,Clay County,Arkansas,6.24,2.66,119,3.58
AR-023,Cleburne County,Arkansas,3.88,0.3,61,3.58
AR-025,Cleveland County,Arkansas,3.78,-0.17,71,3.95
AR-027,Columbia County,Arkansas,3.17,-1.04,46,4.21
AR-029,Conway County,Arkansas,2.34,-1.12,34,3.46
AR-031,Craighead County,Arkansas,6.22,2.83,118,3.39
AR-033,Crawford County,Arkansas,1.78,-1.84,23,3.62
AR-035,Crittenden County,Arkansas,3.58,0.08,69,3.5
AR-037,Cross County,Arkansas,4.02,0.61,78,3.41
AR-039,Dallas County,Arkansas,2.89,-0.99,40,3.88
AR-041,Desha County,Arkansas,3.58,-0.41,61,3.99
AR-043,Drew County,Arkansas,5.24,1.03,95,4.21
AR-045,Faulkner County,Arkansas,2.7,-0.83,44,3.53
AR-047,Franklin County,Arkansas,1.98,-1.58,30,3.56
AR-049,Fulton County,Arkansas,4.34,0.88,86,3.46
AR-051,Garland County,Arkansas,1.18,-2.85,7,4.03
AR-053,Grant County,Arkansas,1.56,-2.17,15,3.73
AR-055,Greene County,Arkansas,5.59,2.07,112,3.52
AR-057,Hempstead County,Arkansas,2.07,-1.9,31,3.97
AR-059,Hot Spring County,Arkansas,1.49,-2.5,11,3.99
AR-061,Howard County,Arkansas,2.68,-1.29,41,3.97
AR-063,Independence County,Arkansas,5.12,1.62,104,3.5
AR-065,Izard County,Arkansas,4.1,0.7,89,3.4
AR-067,Jackson County,Arkansas,4.8,1.48,103,3.32
AR-069,Jefferson County,Arkansas,1.91,-1.71,25,3.62
AR-071,Johnson County,Arkansas,2.4,-1.26,34,3.66
AR-073,Lafayette County,Arkansas,2.9,-1.16,46,4.06
AR-075,Lawrence County,Arkansas,6.73,3.35,123,3.38
AR-077,Lee County,Arkansas,2.99,-0.61,51,3.6
AR-079,Lincoln County,Arkansas,4.18,0.14,79,4.04
AR-081,Little River County,Arkansas,0.86,-2.97,7,3.83
AR-083,Logan County,Arkansas,1.81,-1.72,23,3.53
AR-085,Lonoke County,Arkansas,2.15,-1.41,29,3.56
AR-087,Madison County,Arkansas,2.35,-1.2,36,3.55
AR-089,Marion County,Arkansas,3.05,-0.18,58,3.23
AR-091,Miller County,Arkansas,1.41,-2.46,17,3.87
AR-093,Mississippi County,Arkansas,4.44,0.9,88,3.54
AR-095,Monroe County,Arkansas,1.92,-1.68,22,3.6
AR-097,Montgomery County,Arkansas,1.77,-2.22,15,3.99
AR-099,Nevada County,Arkansas,2.26,-1.78,33,4.04
AR-101,Newton County,Arkansas,1.9,-1.74,22,3.64
AR-103,Ouachita County,Arkansas,4.06,0.05,75,4.01
AR-105,Perry County,Arkansas,1.64,-1.86,16,3.5
AR-107,Phillips County,Arkansas,2.16,-1.53,27,3.69
AR-109,Pike County,Arkansas,2.69,-1.37,34,4.06
AR-111,Poinsett County,Arkansas,5.19,1.8,102,3.39
AR-113,Polk County,Arkansas,2.46,-1.52,33,3.98
AR-115,Pope County,Arkansas,1.99,-1.65,22,3.64
AR-117,Prairie County,Arkansas,1.67,-1.89,20,3.56
AR-119,Pulaski County,Arkansas,2.37,-1.25,32,3.62
AR-121,Randolph County,Arkansas,5.39,1.79,106,3.6
AR-123,St. Francis County,Arkansas,3.45,-0.08,66,3.53
AR-125,Saline County,Arkansas,1.6,-2.26,14,3.86
AR-127,Scott County,Arkansas,1.74,-1.9,18,3.64
AR-129,Searcy County,Arkansas,3.01,-0.49,50,3.5
AR-131,Sebastian County,Arkansas,1.94,-1.48,36,3.42
AR-133,Sevier County,Arkansas,1.88,-2.17,23,4.05
AR-135,Sharp County,Arkansas,4.55,1.11,95,3.44
AR-137,Stone County,Arkansas,4.15,0.55,80,3.6
AR-139,Union County,Arkansas,6.96,2.74,114,4.22
AR-141,Van Buren County,Arkansas,3.42,-0.34,53,3.76
AR-143,Washington County,Arkansas,2.49,-1.1,45,3.59
AR-145,White County,Arkansas,2.69,-0.81,41,3.5
AR-147,Woodruff County,Arkansas,2.66,-0.81,49,3.47
AR-149,Yell County,Arkansas,1.57,-2.06,14,3.63
CA-001,Alameda County,California,0,-0.01,1,0.01
CA-003,Alpine County,California,0.08,-0.37,23,0.45
CA-005,Amador County,California,0.01,-0.04,32,0.05
CA-007,Butte County,California,0,-0.03,1,0.03
CA-009,Calaveras County,California,0,-0.04,1,0.04
CA-011,Colusa County,California,0.01,-0,99,0.01
CA-013,Contra Costa County,California,0,-0.01,1,0.01
CA-015,Del Norte County,California,0.5,0.13,96,0.37
CA-017,El Dorado County,California,0.01,-0.12,15,0.13
CA-019,Fresno County,California,0.07,-0.04,71,0.11
CA-021,Glenn County,California,0.01,-0.02,93,0.03
CA-023,Humboldt County,California,0.57,0.43,122,0.14
CA-025,Imperial County,California,0.02,-0.16,23,0.18
CA-027,Inyo County,California,0.17,-0.12,63,0.29
CA-029,Kern County,California,0.01,-0.04,44,0.05
CA-031,Kings County,California,0,-0.01,1,0.01
CA-033,Lake County,California,0.04,0.02,108,0.02
CA-035,Lassen County,California,0.01,-0.3,8,0.31
CA-037,Los Angeles County,California,0.02,-0.01,81,0.03
CA-039,Madera County,California,0.05,-0.04,72,0.09
CA-041,Marin County,California,0.01,-0,95,0.01
CA-043,Mariposa County,California,0.02,-0.07,48,0.09
CA-045,Mendocino County,California,0.13,0.09,116,0.04
CA-047,Merced County,California,0,-0,1,0
CA-049,Modoc County,California,0.03,-0.36,14,0.39
CA-051,Mono County,California,0.35,-0.12,65,0.47
CA-053,Monterey County,California,0,-0.01,1,0.01
CA-055,Napa County,California,0.01,0,106,0.01
CA-057,Nevada County,California,0.01,-0.11,16,0.12
CA-059,Orange County,California,0.01,-0.01,76,0.02
CA-061,Placer County,California,0.01,-0.08,19,0.09
CA-063,Plumas County,California,0.01,-0.21,14,0.22
CA-065,Riverside County,California,0.05,-0.21,29,0.26
CA-067,Sacramento County,California,0,-0.01,1,0.01
CA-069,San Benito County,California,0,-0.01,1,0.01
CA-071,San Bernardino County,California,0.44,0.08,90,0.36
CA-073,San Diego County,California,0.01,-0.19,19,0.2
CA-075,San Francisco County,California,0.04,0.03,114,0.01
CA-077,San Joaquin County,California,0,-0.01,1,0.01
CA-079,San Luis Obispo County,California,0,-0.01,1,0.01
CA-081,San Mateo County,California,0.04,0.02,106,0.02
CA-083,Santa Barbara County,California,0,-0.02,1,0.02
CA-085,Santa Clara County,California,0.01,-0,99,0.01
CA-087,Santa Cruz County,California,0.02,-0,89,0.02
CA-089,Shasta County,California,0.06,-0.1,56,0.16
CA-091,Sierra County,California,0.01,-0.22,14,0.23
CA-093,Siskiyou County,California,0.48,0.12,96,0.36
CA-095,Solano County,California,0,-0,1,0
CA-097,Sonoma County,California,0.02,0.01,101,0.01
CA-099,Stanislaus County,California,0.01,0,116,0.01
CA-101,Sutter County,California,0,-0,1,0
CA-103,Tehama County,California,0.01,-0.06,33,0.07
CA-105,Trinity County,California,0.21,0.02,87,0.19
CA-107,Tulare County,California,0,-0.13,1,0.13
CA-109,Tuolumne County,California,0.03,-0.14,27,0.17
CA-111,Ventura County,California,0,-0.02,1,0.02
CA-113,Yolo County,California,0,-0.01,1,0.01
CA-115,Yuba County,California,0,-0.01,1,0.01
CO-001,Adams County,Colorado,1.55,-0.65,36,2.2
CO-003,Alamosa County,Colorado,3.26,1.68,122,1.58
CO-005,Arapahoe County,Colorado,1.75,-0.7,38,2.45
CO-007,Archuleta County,Colorado,4.3,1.96,122,2.34
CO-009,Baca County,Colorado,3.01,0.41,80,2.6
CO-011,Bent County,Colorado,3.89,1.58,115,2.31
CO-013,Boulder County,Colorado,2.69,0.54,94,2.15
CO-014,Broomfield County,Colorado,1.84,0.17,80,1.67
CO-015,Chaffee County,Colorado,2.71,0.48,89,2.23
CO-017,Cheyenne County,Colorado,4.99,2.41,123,2.58
CO-019,Clear Creek County,Colorado,3.5,0.83,105,2.67
CO-021,Conejos County,Colorado,4.8,2.76,128,2.04
CO-023,Costilla County,Colorado,4.29,2.04,124,2.25
CO-025,Crowley County,Colorado,3.59,1.49,117,2.1
CO-027,Custer County,Colorado,3.38,0.95,104,2.43
CO-029,Delta County,Colorado,1.6,0.32,90,1.28
CO-031,Denver County,Colorado,1.94,0,68,1.94
CO-033,Dolores County,Colorado,2.28,0.34,92,1.94
CO-035,Douglas County,Colorado,2.31,-0.2,57,2.51
CO-037,Eagle County,Colorado,1.93,0.22,82,1.71
CO-039,Elbert County,Colorado,2.61,-0.19,54,2.8
CO-041,El Paso County,Colorado,3.66,0.91,105,2.75
CO-043,Fremont County,Colorado,2.14,-0.08,61,2.22
CO-045,Garfield County,Colorado,1.57,0.04,73,1.53
CO-047,Gilpin County,Colorado,3.11,0.58,96,2.53
CO-049,Grand County,Colorado,2.18,0.35,90,1.83
CO-051,Gunnison County,Colorado,2.55,0.54,99,2.01
CO-053,Hinsdale County,Colorado,4.58,1.93,121,2.65
CO-055,Huerfano County,Colorado,4.44,1.89,119,2.55
CO-057,Jackson County,Colorado,1.56,0.04,71,1.52
CO-059,Jefferson County,Colorado,2.81,0.58,99,2.23
CO-061,Kiowa County,Colorado,4.64,2.15,124,2.49
CO-063,Kit Carson County,Colorado,4.02,1.27,108,2.75
CO-065,Lake County,Colorado,3.03,0.77,108,2.26
CO-067,La Plata County,Colorado,3.49,1.32,117,2.17
CO-069,Larimer County,Colorado,2.41,0.47,93,1.94
CO-071,Las Animas County,Colorado,3.76,1.21,108,2.55
