October 2022 Contiguous U.S. County Precipitation
Units: Inches
Missing: -99
Period of Record: 129 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
AL-001,Autauga County,Alabama,2.76,0.19,75,2.57
AL-003,Baldwin County,Alabama,2.53,-0.82,59,3.35
AL-005,Barbour County,Alabama,2.6,0.08,73,2.52
AL-007,Bibb County,Alabama,2.64,-0.16,71,2.8
AL-009,Blount County,Alabama,2.32,-0.71,52,3.03
AL-011,Bullock County,Alabama,2.42,-0.19,69,2.61
AL-013,Butler County,Alabama,2.5,-0.04,72,2.54
AL-015,Calhoun County,Alabama,2.27,-0.54,57,2.81
AL-017,Chambers County,Alabama,2.62,0,72,2.62
AL-019,Cherokee County,Alabama,2.73,-0.29,62,3.02
AL-021,Chilton County,Alabama,2.95,0.28,79,2.67
AL-023,Choctaw County,Alabama,3.29,0.58,87,2.71
AL-025,Clarke County,Alabama,2.55,-0.11,71,2.66
AL-027,Clay County,Alabama,3.17,0.31,78,2.86
AL-029,Cleburne County,Alabama,2.37,-0.5,57,2.87
AL-031,Coffee County,Alabama,2.54,-0.1,73,2.64
AL-033,Colbert County,Alabama,2.7,-0.33,66,3.03
AL-035,Conecuh County,Alabama,2.05,-0.65,60,2.7
AL-037,Coosa County,Alabama,3.59,0.88,94,2.71
AL-039,Covington County,Alabama,2.2,-0.62,62,2.82
AL-041,Crenshaw County,Alabama,2.25,-0.29,65,2.54
AL-043,Cullman County,Alabama,2.7,-0.46,61,3.16
AL-045,Dale County,Alabama,2.83,0.25,78,2.58
AL-047,Dallas County,Alabama,3.45,0.83,90,2.62
AL-049,DeKalb County,Alabama,2.73,-0.45,60,3.18
AL-051,Elmore County,Alabama,2.97,0.43,82,2.54
AL-053,Escambia County,Alabama,1.45,-1.51,37,2.96
AL-055,Etowah County,Alabama,2.35,-0.62,54,2.97
AL-057,Fayette County,Alabama,3.08,0.04,73,3.04
AL-059,Franklin County,Alabama,3.01,-0.01,76,3.02
