January 2023 Contiguous U.S. County Precipitation
Units: Inches
Missing: -99
Period of Record: 130 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
AL-001,Autauga County,Alabama,8.9,3.8,122,5.1
AL-003,Baldwin County,Alabama,4.48,-0.31,69,4.79
AL-005,Barbour County,Alabama,7.64,2.93,116,4.71
AL-007,Bibb County,Alabama,8.3,2.82,116,5.48
AL-009,Blount County,Alabama,7.34,1.84,103,5.5
AL-011,Bullock County,Alabama,6.34,1.6,102,4.74
AL-013,Butler County,Alabama,6.28,1.25,100,5.03
AL-015,Calhoun County,Alabama,8.1,2.87,118,5.23
AL-017,Chambers County,Alabama,7.36,2.41,111,4.95
AL-019,Cherokee County,Alabama,7.58,2.29,111,5.29
AL-021,Chilton County,Alabama,9.01,3.72,119,5.29
AL-023,Choctaw County,Alabama,9,3.44,118,5.56
AL-025,Clarke County,Alabama,7.75,2.43,115,5.32
AL-027,Clay County,Alabama,9.46,4.03,121,5.43
AL-029,Cleburne County,Alabama,8.39,3.1,120,5.29
AL-031,Coffee County,Alabama,5.92,0.96,97,4.96
AL-033,Colbert County,Alabama,5.26,0.02,73,5.24
AL-035,Conecuh County,Alabama,4.42,-0.72,58,5.14
AL-037,Coosa County,Alabama,8.25,2.98,117,5.27
AL-039,Covington County,Alabama,5.01,-0.08,75,5.09
AL-041,Crenshaw County,Alabama,6.27,1.24,99,5.03
AL-043,Cullman County,Alabama,7.29,1.74,100,5.55
AL-045,Dale County,Alabama,6.45,1.68,105,4.77
AL-047,Dallas County,Alabama,9.75,4.78,124,4.97
AL-049,DeKalb County,Alabama,6.84,1.38,101,5.46
AL-051,Elmore County,Alabama,7.93,2.88,116,5.05
AL-053,Escambia County,Alabama,4.67,-0.43,70,5.1
AL-055,Etowah County,Alabama,7.27,1.85,108,5.42
AL-057,Fayette County,Alabama,6.53,0.9,90,5.63
AL-059,Franklin County,Alabama,5.74,0.4,78,5.34
AL-061,Geneva County,Alabama,5.25,0.29,82,4.96
AL-063,Greene County,Alabama,7.46,2.14,107,5.32
AL-065,Hale County,Alabama,7.27,1.97,105,5.3
AL-067,Henry County,Alabama,7.4,2.59,113,4.81
AL-069,Houston County,Alabama,4.45,-0.3,68,4.75
AL-071,Jackson County,Alabama,6.44,1.2,99,5.24
AL-073,Jefferson County,Alabama,7.54,2.08,110,5.46
AL-075,Lamar County,Alabama,6.2,0.79,89,5.41
AL-077,Lauderdale County,Alabama,5.44,0.15,77,5.29
AL-079,Lawrence County,Alabama,5.5,0.41,82,5.09
AL-081,Lee County,Alabama,7.94,3.23,122,4.71
AL-083,Limestone County,Alabama,5.38,0.25,79,5.13
AL-085,Lowndes County,Alabama,7.21,2.38,115,4.83
AL-087,Macon County,Alabama,7,2.28,113,4.72
AL-089,Madison County,Alabama,6,0.78,84,5.22
AL-091,Marengo County,Alabama,8.01,2.74,116,5.27
AL-093,Marion County,Alabama,5.4,-0.08,71,5.48
AL-095,Marshall County,Alabama,6.52,1.11,96,5.41
AL-097,Mobile County,Alabama,4.66,-0.3,68,4.96
AL-099,Monroe County,Alabama,5.77,0.62,89,5.15
AL-101,Montgomery County,Alabama,6.12,1.35,97,4.77
AL-103,Morgan County,Alabama,6.11,0.91,90,5.21
AL-105,Perry County,Alabama,8.66,3.43,120,5.23
AL-107,Pickens County,Alabama,7.38,2.04,106,5.34
AL-109,Pike County,Alabama,6.11,1.21,99,4.9
AL-111,Randolph County,Alabama,7.87,2.62,114,5.25
AL-113,Russell County,Alabama,7.41,2.83,118,4.58
AL-115,St. Clair County,Alabama,7.98,2.54,114,5.44
AL-117,Shelby County,Alabama,8.3,3.01,119,5.29
AL-119,Sumter County,Alabama,7.39,2.01,104,5.38
AL-121,Talladega County,Alabama,9.37,4.2,125,5.17
AL-123,Tallapoosa County,Alabama,7.9,2.74,117,5.16
AL-125,Tuscaloosa County,Alabama,7.17,1.67,100,5.5
AL-127,Walker County,Alabama,6.1,0.41,84,5.69
AL-129,Washington County,Alabama,7.88,2.52,116,5.36
AL-131,Wilcox County,Alabama,7.98,2.95,119,5.03
AL-133,Winston County,Alabama,6.87,1.33,95,5.54
AZ-001,Apache County,Arizona,1.54,0.52,101,1.02
AZ-003,Cochise County,Arizona,1.41,0.39,91,1.02
AZ-005,Coconino County,Arizona,3.02,1.81,124,1.21
AZ-007,Gila County,Arizona,4.61,2.41,117,2.2
AZ-009,Graham County,Arizona,2.36,1.07,113,1.29
AZ-011,Greenlee County,Arizona,2.18,0.81,103,1.37
AZ-012,La Paz County,Arizona,0.87,0.2,87,0.67
AZ-013,Maricopa County,Arizona,1.7,0.69,103,1.01
AZ-015,Mohave County,Arizona,2.44,1.29,115,1.15
AZ-017,Navajo County,Arizona,1.84,0.88,111,0.96
AZ-019,Pima County,Arizona,1.54,0.58,105,0.96
AZ-021,Pinal County,Arizona,1.95,0.76,103,1.19
AZ-023,Santa Cruz County,Arizona,1.69,0.4,87,1.29
AZ-025,Yavapai County,Arizona,3.75,2.1,117,1.65
AZ-027,Yuma County,Arizona,0.89,0.31,98,0.58
AR-001,Arkansas County,Arkansas,6.19,1.45,97,4.74
AR-003,Ashley County,Arkansas,6.01,0.91,90,5.1
AR-005,Baxter County,Arkansas,3.96,1.11,98,2.85
AR-007,Benton County,Arkansas,3.1,0.63,95,2.47
AR-009,Boone County,Arkansas,3.1,0.43,87,2.67
AR-011,Bradley County,Arkansas,8.92,4.03,116,4.89
AR-013,Calhoun County,Arkansas,9.56,4.8,121,4.76
AR-015,Carroll County,Arkansas,3.25,0.65,92,2.6
AR-017,Chicot County,Arkansas,5.14,-0.02,79,5.16
AR-019,Clark County,Arkansas,6.16,1.82,101,4.34
AR-021,Clay County,Arkansas,8.03,3.92,119,4.11
AR-023,Cleburne County,Arkansas,6.67,2.68,112,3.99
AR-025,Cleveland County,Arkansas,9.4,4.63,122,4.77
AR-027,Columbia County,Arkansas,7.49,2.87,113,4.62
AR-029,Conway County,Arkansas,5.47,1.74,104,3.73
AR-031,Craighead County,Arkansas,6.31,1.99,103,4.32
AR-033,Crawford County,Arkansas,2.55,-0.38,62,2.93
AR-035,Crittenden County,Arkansas,7.96,3.34,114,4.62
AR-037,Cross County,Arkansas,7.1,2.55,107,4.55
AR-039,Dallas County,Arkansas,7.68,3.07,117,4.61
AR-041,Desha County,Arkansas,8.17,3.33,112,4.84
AR-043,Drew County,Arkansas,8.16,3.24,110,4.92
AR-045,Faulkner County,Arkansas,6.74,2.66,114,4.08
