June 2023 Contiguous U.S. County Precipitation
Units: Inches
Missing: -99
Period of Record: 129 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
AL-001,Autauga County,Alabama,4.57,0.57,90,4
AL-003,Baldwin County,Alabama,8.02,2.63,103,5.39
AL-005,Barbour County,Alabama,7.51,3.37,121,4.14
AL-007,Bibb County,Alabama,4.09,-0.06,74,4.15
AL-009,Blount County,Alabama,2.83,-1.2,34,4.03
AL-011,Bullock County,Alabama,8.84,4.86,126,3.98
AL-013,Butler County,Alabama,8.27,3.85,119,4.42
AL-015,Calhoun County,Alabama,3.71,-0.35,56,4.06
AL-017,Chambers County,Alabama,6.67,2.58,118,4.09
AL-019,Cherokee County,Alabama,3.72,-0.22,63,3.94
AL-021,Chilton County,Alabama,3.92,-0.14,72,4.06
AL-023,Choctaw County,Alabama,6.71,2.56,114,4.15
AL-025,Clarke County,Alabama,8.78,4.24,117,4.54
AL-027,Clay County,Alabama,5.01,0.6,86,4.41
AL-029,Cleburne County,Alabama,4,-0.22,68,4.22
AL-031,Coffee County,Alabama,7.82,3.1,114,4.72
AL-033,Colbert County,Alabama,3.54,-0.38,57,3.92
AL-035,Conecuh County,Alabama,8.47,3.69,114,4.78
AL-037,Coosa County,Alabama,5.51,1.29,100,4.22
AL-039,Covington County,Alabama,8,2.98,113,5.02
AL-041,Crenshaw County,Alabama,8.97,4.5,119,4.47
AL-043,Cullman County,Alabama,3.2,-1.01,42,4.21
AL-045,Dale County,Alabama,7.22,2.66,111,4.56
AL-047,Dallas County,Alabama,5.5,1.57,101,3.93
AL-049,DeKalb County,Alabama,4.39,0.12,74,4.27
AL-051,Elmore County,Alabama,5.98,1.94,110,4.04
AL-053,Escambia County,Alabama,8.21,2.95,109,5.26
AL-055,Etowah County,Alabama,3.3,-0.67,54,3.97
AL-057,Fayette County,Alabama,3.68,-0.43,61,4.11
AL-059,Franklin County,Alabama,4.35,0.34,85,4.01
AL-061,Geneva County,Alabama,5.72,0.78,88,4.94
AL-063,Greene County,Alabama,5.5,1.79,104,3.71
AL-065,Hale County,Alabama,5.66,1.79,104,3.87
AL-067,Henry County,Alabama,6.63,2.2,111,4.43
AL-069,Houston County,Alabama,5.04,0.45,84,4.59
AL-071,Jackson County,Alabama,4.36,0.13,77,4.23
AL-073,Jefferson County,Alabama,2.69,-1.44,26,4.13
AL-075,Lamar County,Alabama,3.8,-0.25,64,4.05
AL-077,Lauderdale County,Alabama,2.66,-1.37,31,4.03
AL-079,Lawrence County,Alabama,3.22,-0.9,46,4.12
AL-081,Lee County,Alabama,7.96,3.97,126,3.99
AL-083,Limestone County,Alabama,2.73,-1.42,33,4.15
AL-085,Lowndes County,Alabama,6.54,2.57,112,3.97
AL-087,Macon County,Alabama,8.11,4.16,125,3.95
AL-089,Madison County,Alabama,3.16,-1.11,40,4.27
AL-091,Marengo County,Alabama,5.78,1.83,106,3.95
AL-093,Marion County,Alabama,3.99,-0.03,67,4.02
AL-095,Marshall County,Alabama,3.25,-0.83,49,4.08
AL-097,Mobile County,Alabama,7.89,2.51,107,5.38
AL-099,Monroe County,Alabama,8.11,3.43,115,4.68
AL-101,Montgomery County,Alabama,7.77,3.67,122,4.1
AL-103,Morgan County,Alabama,2.99,-1.25,44,4.24
AL-105,Perry County,Alabama,5.16,1.23,94,3.93
AL-107,Pickens County,Alabama,3.71,-0.05,66,3.76
AL-109,Pike County,Alabama,9.53,5.34,125,4.19
AL-111,Randolph County,Alabama,5.4,1.12,98,4.28
AL-113,Russell County,Alabama,7.68,4,125,3.68
AL-115,St. Clair County,Alabama,3.16,-0.88,42,4.04
AL-117,Shelby County,Alabama,3.76,-0.43,63,4.19
AL-119,Sumter County,Alabama,5.4,1.57,106,3.83
AL-121,Talladega County,Alabama,4.35,0.17,71,4.18
AL-123,Tallapoosa County,Alabama,6.86,2.7,118,4.16
AL-125,Tuscaloosa County,Alabama,3.63,-0.37,59,4
AL-127,Walker County,Alabama,3.01,-1.14,40,4.15
AL-129,Washington County,Alabama,8.03,3.28,109,4.75
AL-131,Wilcox County,Alabama,6.65,2.51,108,4.14
AL-133,Winston County,Alabama,3.89,-0.44,58,4.33
AZ-001,Apache County,Arizona,0.1,-0.36,27,0.46
AZ-003,Cochise County,Arizona,0.01,-0.51,4,0.52
AZ-005,Coconino County,Arizona,0.19,-0.18,59,0.37
AZ-007,Gila County,Arizona,0.01,-0.36,13,0.37
AZ-009,Graham County,Arizona,0,-0.44,1,0.44
AZ-011,Greenlee County,Arizona,0.01,-0.55,5,0.56
AZ-012,La Paz County,Arizona,0,-0.04,1,0.04
AZ-013,Maricopa County,Arizona,0,-0.08,1,0.08
AZ-015,Mohave County,Arizona,0.34,0.13,103,0.21
AZ-017,Navajo County,Arizona,0.03,-0.31,19,0.34
AZ-019,Pima County,Arizona,0,-0.23,1,0.23
AZ-021,Pinal County,Arizona,0,-0.17,1,0.17
AZ-023,Santa Cruz County,Arizona,0,-0.55,1,0.55
AZ-025,Yavapai County,Arizona,0.05,-0.23,49,0.28
AZ-027,Yuma County,Arizona,0,-0.01,1,0.01
AR-001,Arkansas County,Arkansas,4.32,0.59,81,3.73
AR-003,Ashley County,Arkansas,6.53,2.64,114,3.89
AR-005,Baxter County,Arkansas,2.69,-1.67,30,4.36
AR-007,Benton County,Arkansas,3.28,-1.83,35,5.11
AR-009,Boone County,Arkansas,2.86,-1.69,40,4.55
AR-011,Bradley County,Arkansas,5.25,1.52,97,3.73
AR-013,Calhoun County,Arkansas,4.33,0.6,83,3.73
AR-015,Carroll County,Arkansas,2.89,-2.1,36,4.99
AR-017,Chicot County,Arkansas,5.44,1.76,107,3.68
AR-019,Clark County,Arkansas,5.3,1.08,94,4.22
AR-021,Clay County,Arkansas,1.81,-2.15,20,3.96
AR-023,Cleburne County,Arkansas,4.4,0.33,81,4.07
AR-025,Cleveland County,Arkansas,3.8,0.17,78,3.63
AR-027,Columbia County,Arkansas,5.51,1.63,108,3.88
AR-029,Conway County,Arkansas,5.07,0.96,95,4.11
AR-031,Craighead County,Arkansas,3.93,0.21,77,3.72
AR-033,Crawford County,Arkansas,2.14,-2.44,20,4.58
AR-035,Crittenden County,Arkansas,4.26,0.45,83,3.81
AR-037,Cross County,Arkansas,4.35,0.43,86,3.92
AR-039,Dallas County,Arkansas,3.62,-0.34,68,3.96
AR-041,Desha County,Arkansas,5.13,1.56,105,3.57
AR-043,Drew County,Arkansas,5.02,1.3,95,3.72
AR-045,Faulkner County,Arkansas,5.09,1.07,98,4.02
AR-047,Franklin County,Arkansas,2.31,-2.18,26,4.49
AR-049,Fulton County,Arkansas,2.18,-1.96,23,4.14
AR-051,Garland County,Arkansas,4.71,0.29,81,4.42
AR-053,Grant County,Arkansas,3.85,-0.07,76,3.92
AR-055,Greene County,Arkansas,2.58,-1.16,42,3.74
AR-057,Hempstead County,Arkansas,6.47,2.34,106,4.13
AR-059,Hot Spring County,Arkansas,3.8,-0.49,61,4.29
AR-061,Howard County,Arkansas,6.22,1.88,100,4.34
AR-063,Independence County,Arkansas,3.39,-0.47,63,3.86
AR-065,Izard County,Arkansas,2.92,-1.11,42,4.03
AR-067,Jackson County,Arkansas,3.97,0.11,80,3.86
AR-069,Jefferson County,Arkansas,3.75,0.1,77,3.65
AR-071,Johnson County,Arkansas,3.53,-1,49,4.53
AR-073,Lafayette County,Arkansas,5.26,1.36,99,3.9
AR-075,Lawrence County,Arkansas,2.81,-1.01,46,3.82
AR-077,Lee County,Arkansas,3.34,-0.4,62,3.74
AR-079,Lincoln County,Arkansas,4.29,0.64,83,3.65
AR-081,Little River County,Arkansas,6.38,2.33,109,4.05
AR-083,Logan County,Arkansas,2.73,-1.48,34,4.21
AR-085,Lonoke County,Arkansas,3.94,0.2,76,3.74
AR-087,Madison County,Arkansas,2.91,-2.01,36,4.92
AR-089,Marion County,Arkansas,2.51,-1.84,30,4.35
AR-091,Miller County,Arkansas,6.67,2.69,111,3.98
AR-093,Mississippi County,Arkansas,2.7,-0.95,41,3.65
AR-095,Monroe County,Arkansas,3.52,-0.23,68,3.75
AR-097,Montgomery County,Arkansas,4.77,0.31,74,4.46
AR-099,Nevada County,Arkansas,5.9,1.79,104,4.11
AR-101,Newton County,Arkansas,2.74,-1.87,37,4.61
AR-103,Ouachita County,Arkansas,4.96,1.02,94,3.94
AR-105,Perry County,Arkansas,4.68,0.5,83,4.18
AR-107,Phillips County,Arkansas,4.47,0.61,84,3.86
AR-109,Pike County,Arkansas,7.02,2.63,110,4.39
AR-111,Poinsett County,Arkansas,4.26,0.48,84,3.78
AR-113,Polk County,Arkansas,4.59,-0.1,72,4.69
AR-115,Pope County,Arkansas,4.56,0.33,81,4.23
AR-117,Prairie County,Arkansas,3.35,-0.49,63,3.84
AR-119,Pulaski County,Arkansas,4.25,0.37,81,3.88
AR-121,Randolph County,Arkansas,2.3,-1.64,28,3.94
AR-123,St. Francis County,Arkansas,3.68,-0.13,71,3.81
AR-125,Saline County,Arkansas,4.17,0.04,75,4.13
AR-127,Scott County,Arkansas,3.35,-1.01,52,4.36
AR-129,Searcy County,Arkansas,3.26,-0.99,54,4.25
AR-131,Sebastian County,Arkansas,2.9,-1.31,41,4.21
AR-133,Sevier County,Arkansas,5.23,1.09,91,4.14
AR-135,Sharp County,Arkansas,2.2,-1.79,25,3.99
AR-137,Stone County,Arkansas,3.15,-0.93,42,4.08
AR-139,Union County,Arkansas,5.73,1.95,108,3.78
AR-141,Van Buren County,Arkansas,3.72,-0.57,55,4.29
AR-143,Washington County,Arkansas,3.05,-1.82,35,4.87
AR-145,White County,Arkansas,5.34,1.32,105,4.02
AR-147,Woodruff County,Arkansas,3.35,-0.58,61,3.93
AR-149,Yell County,Arkansas,3.2,-0.98,46,4.18
CA-001,Alameda County,California,0.02,-0.12,58,0.14
CA-003,Alpine County,California,1.57,0.74,109,0.83
CA-005,Amador County,California,0.32,-0.16,77,0.48
CA-007,Butte County,California,0.43,-0.2,69,0.63
CA-009,Calaveras County,California,0.17,-0.24,67,0.41
CA-011,Colusa County,California,0.01,-0.28,24,0.29
CA-013,Contra Costa County,California,0.01,-0.12,50,0.13
CA-015,Del Norte County,California,0.21,-1.3,12,1.51
CA-017,El Dorado County,California,0.82,0.07,83,0.75
CA-019,Fresno County,California,0.41,0.2,111,0.21
CA-021,Glenn County,California,0.06,-0.35,44,0.41
CA-023,Humboldt County,California,0.14,-0.75,26,0.89
CA-025,Imperial County,California,0,-0.01,1,0.01
CA-027,Inyo County,California,0.33,0.22,118,0.11
CA-029,Kern County,California,0.18,0.12,114,0.06
CA-031,Kings County,California,0.02,-0.02,88,0.04
CA-033,Lake County,California,0.02,-0.39,31,0.41
CA-035,Lassen County,California,2.06,1.02,110,1.04
CA-037,Los Angeles County,California,0.08,0.02,104,0.06
CA-039,Madera County,California,0.37,0.09,101,0.28
CA-041,Marin County,California,0.03,-0.22,53,0.25
CA-043,Mariposa County,California,0.62,0.22,105,0.4
CA-045,Mendocino County,California,0.03,-0.47,21,0.5
CA-047,Merced County,California,0.01,-0.06,73,0.07
CA-049,Modoc County,California,1.59,0.51,101,1.08
CA-051,Mono County,California,1.27,0.77,119,0.5
CA-053,Monterey County,California,0.18,0.11,114,0.07
CA-055,Napa County,California,0.02,-0.21,52,0.23
CA-057,Nevada County,California,1.02,0.23,90,0.79
CA-059,Orange County,California,0.05,-0.01,98,0.06
CA-061,Placer County,California,0.86,0.15,87,0.71
CA-063,Plumas County,California,2.18,1.25,119,0.93
CA-065,Riverside County,California,0.04,0.01,110,0.03
CA-067,Sacramento County,California,0.01,-0.16,42,0.17
CA-069,San Benito County,California,0.15,0.08,107,0.07
CA-071,San Bernardino County,California,0.06,0.01,104,0.05
CA-073,San Diego County,California,0.07,0.01,102,0.06
CA-075,San Francisco County,California,0.01,-0.19,41,0.2
CA-077,San Joaquin County,California,0.01,-0.1,52,0.11
CA-079,San Luis Obispo County,California,0.14,0.1,118,0.04
CA-081,San Mateo County,California,0.08,-0.13,71,0.21
CA-083,Santa Barbara County,California,0.27,0.23,126,0.04
CA-085,Santa Clara County,California,0.08,-0.06,79,0.14
CA-087,Santa Cruz County,California,0.18,-0.03,89,0.21
CA-089,Shasta County,California,0.85,-0.14,76,0.99
CA-091,Sierra County,California,1.72,0.83,109,0.89
CA-093,Siskiyou County,California,0.79,-0.3,62,1.09
CA-095,Solano County,California,0.01,-0.13,49,0.14
CA-097,Sonoma County,California,0.02,-0.3,43,0.32
CA-099,Stanislaus County,California,0.01,-0.08,49,0.09
CA-101,Sutter County,California,0.03,-0.18,52,0.21
CA-103,Tehama County,California,0.4,-0.31,64,0.71
CA-105,Trinity County,California,0.61,-0.29,70,0.9
CA-107,Tulare County,California,0.17,-0.01,96,0.18
CA-109,Tuolumne County,California,1.21,0.52,106,0.69
CA-111,Ventura County,California,0.22,0.17,121,0.05
CA-113,Yolo County,California,0.01,-0.17,42,0.18
CA-115,Yuba County,California,0.23,-0.22,67,0.45
CO-001,Adams County,Colorado,6.52,4.62,129,1.9
CO-003,Alamosa County,Colorado,0.64,-0.15,67,0.79
CO-005,Arapahoe County,Colorado,7.18,5.27,129,1.91
CO-007,Archuleta County,Colorado,0.83,-0.18,71,1.01
CO-009,Baca County,Colorado,3.87,1.71,117,2.16
CO-011,Bent County,Colorado,4.73,2.97,128,1.76
CO-013,Boulder County,Colorado,4.41,2.52,123,1.89
CO-014,Broomfield County,Colorado,4.67,3.02,128,1.65
CO-015,Chaffee County,Colorado,1.61,0.58,108,1.03
CO-017,Cheyenne County,Colorado,4.62,2.28,121,2.34
CO-019,Clear Creek County,Colorado,3.68,1.95,126,1.73
CO-021,Conejos County,Colorado,0.81,-0.13,74,0.94
CO-023,Costilla County,Colorado,0.79,-0.33,55,1.12
CO-025,Crowley County,Colorado,2.53,1.05,110,1.48
CO-027,Custer County,Colorado,1.56,0.02,78,1.54
CO-029,Delta County,Colorado,0.78,-0.09,79,0.87
CO-031,Denver County,Colorado,5.48,3.81,129,1.67
CO-033,Dolores County,Colorado,0.76,-0.09,80,0.85
CO-035,Douglas County,Colorado,5.36,3.62,129,1.74
CO-037,Eagle County,Colorado,1.82,0.53,102,1.29
CO-039,Elbert County,Colorado,7.72,5.77,129,1.95
CO-041,El Paso County,Colorado,6.34,4.38,129,1.96
CO-043,Fremont County,Colorado,2,0.61,103,1.39
CO-045,Garfield County,Colorado,1.33,0.22,95,1.11
CO-047,Gilpin County,Colorado,4.12,2.27,126,1.85
CO-049,Grand County,Colorado,2.31,0.93,115,1.38
CO-051,Gunnison County,Colorado,1.07,-0.04,73,1.11
CO-053,Hinsdale County,Colorado,1.34,-0.01,85,1.35
CO-055,Huerfano County,Colorado,1.43,-0.07,75,1.5
CO-057,Jackson County,Colorado,2.16,0.78,108,1.38
CO-059,Jefferson County,Colorado,4.27,2.47,127,1.8
CO-061,Kiowa County,Colorado,4.92,2.86,127,2.06
CO-063,Kit Carson County,Colorado,5.18,2.6,124,2.58
CO-065,Lake County,Colorado,1.65,0.41,98,1.24
CO-067,La Plata County,Colorado,0.67,-0.26,68,0.93
CO-069,Larimer County,Colorado,4.42,2.61,128,1.81
CO-071,Las Animas County,Colorado,2.56,0.9,108,1.66
CO-073,Lincoln County,Colorado,5.57,3.68,129,1.89
CO-075,Logan County,Colorado,4.12,1.41,115,2.71
CO-077,Mesa County,Colorado,0.56,-0.26,60,0.82
CO-079,Mineral County,Colorado,1.25,0.01,84,1.24
CO-081,Moffat County,Colorado,1.12,0.12,87,1
CO-083,Montezuma County,Colorado,0.44,-0.14,72,0.58
CO-085,Montrose County,Colorado,0.5,-0.26,60,0.76
